#====================================================================
#
#var gq = {};
#load manzil1,7.js + manzil2,3,4.js + manzil5,6.js
#word for word translation:
#var str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/.*\t(.*)\t.*\r\n/gm, '$1|').slice(0, -1) + '\r\n'; }); } console.log(str);
#load suras from tanzil.net quran-data.js QuranData.Sura
#morphological data:
#var s = 1, a = 0, w, str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { w = 1; if (a >= suras[s][1]) { s++; a = 1; } else { a++; } str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/(.*\t).*\t(.*?)\|(.*\r\n)/gm, function (m, c1, c2, c3) { return '(' + s + ':' + a + ':' + w++ + ')\t' + c1 + c2 + '\t' + c3; }); }); } console.log(str);
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(2:24:8)	{l~atiY	 REL	LEM:{l~a*iY|FS
(2:24:9)	waquwduhaA	 N	LEM:waquwd|ROOT:wqd|M|NOM
(2:24:10)	{ln~aAsu	 N	LEM:n~aAs|ROOT:nws|MP|NOM
(2:24:11)	wa{loHijaArapu	 N	LEM:HijaArap|ROOT:Hjr|F|NOM
(2:24:12)	>uEid~ato	 V	PERF|PASS|(IV)|LEM:>aEad~a|ROOT:Edd|3FS
(2:24:13)	liloka`firiyna	 N	ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|GEN
(2:25:1)	waba$~iri	V	IMPV|(II)|LEM:bu$~ira|ROOT:b$r|2MS
(2:25:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(2:25:3)	'aAmanuwA@	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(2:25:4)	waEamiluwA@	 V	PERF|LEM:Eamila|ROOT:Eml|3MP
(2:25:5)	{lS~a`liHa`ti	 N	ACT|PCPL|LEM:S~a`liHa`t|ROOT:SlH|FP|ACC
(2:25:6)	>an~a	 ACC	LEM:>an~|SP:<in~
(2:25:7)	lahumo	 PRON	3MP
(2:25:8)	jan~a`tK	 N	LEM:jan~ap|ROOT:jnn|FP|INDEF|ACC
(2:25:9)	tajoriY	 V	IMPF|LEM:jarayo|ROOT:jry|3FS
(2:25:10)	min	 P	LEM:min
(2:25:11)	taHotihaA	 N	LEM:taHot|ROOT:tHt|GEN
(2:25:12)	{lo>anoha`ru	 N	LEM:nahar|ROOT:nhr|MP|NOM
(2:25:13)	kul~amaA	 T	LEM:kul~amaA|ROOT:kll
(2:25:14)	ruziquwA@	 V	PERF|PASS|LEM:razaqa|ROOT:rzq|3MP
(2:25:15)	minohaA	 P	LEM:min
(2:25:16)	min	 P	LEM:min
(2:25:17)	vamarapK	 N	LEM:vamarap|ROOT:vmr|F|INDEF|GEN
(2:25:18)	r~izoqFA	 N	LEM:rizoq|ROOT:rzq|M|INDEF|ACC
(2:25:19)	qaAluwA@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(2:25:20)	ha`*aA	 DEM	LEM:ha`*aA|MS
(2:25:21)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(2:25:22)	ruziqonaA	 V	PERF|PASS|LEM:razaqa|ROOT:rzq|1P
(2:25:23)	min	 P	LEM:min
(2:25:24)	qabolu	 N	LEM:qabol|ROOT:qbl|GEN
(2:25:25)	wa>utuwA@	 V	PERF|PASS|LEM:>ataY|ROOT:Aty|3MP
(2:25:26)	bihi.	 PRON	3MS
(2:25:27)	muta$a`bihFA	 N	ACT|PCPL|(VI)|LEM:muta$a`bih|ROOT:$bh|M|INDEF|ACC
(2:25:28)	walahumo	 PRON	3MP
(2:25:29)	fiyhaA^	 P	LEM:fiY
(2:25:30)	>azowa`jN	 N	LEM:zawoj|ROOT:zwj|MP|INDEF|NOM
(2:25:31)	m~uTah~arapN	 ADJ	PASS|PCPL|(II)|LEM:m~uTah~arap|ROOT:Thr|FS|INDEF|NOM
(2:25:32)	wahumo	 PRON	3MP
(2:25:33)	fiyhaA	 P	LEM:fiY
(2:25:34)	xa`liduwna	 N	ACT|PCPL|LEM:xa`lid|ROOT:xld|MP|NOM
(2:26:1)	<in~a	ACC	LEM:<in~|SP:<in~
(2:26:2)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(2:26:3)	laA	 NEG	LEM:laA
(2:26:4)	yasotaHoYi.^	 V	IMPF|(X)|LEM:yasotaHoYi.^|ROOT:Hyy|3MS
(2:26:5)	>an	 SUB	LEM:>an
(2:26:6)	yaDoriba	 V	IMPF|LEM:Daraba|ROOT:Drb|3MS|MOOD:SUBJ
(2:26:7)	mavalFA	 N	LEM:maval|ROOT:mvl|M|INDEF|ACC
(2:26:8)	m~aA	 SUP	LEM:maA
(2:26:9)	baEuwDapF	 N	LEM:baEuwDap|ROOT:bED|F|INDEF|ACC
(2:26:10)	famaA	 REL	LEM:maA
(2:26:11)	fawoqahaA	 LOC	LEM:fawoq|ROOT:fwq|M|ACC
(2:26:12)	fa>am~aA	 EXL	LEM:>am~aA
(2:26:13)	{l~a*iyna	 COND	LEM:{l~a*iY|MP
(2:26:14)	'aAmanuwA@	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(2:26:15)	fayaEolamuwna	 V	IMPF|LEM:Ealima|ROOT:Elm|3MP
(2:26:16)	>an~ahu	 ACC	LEM:>an~|SP:<in~
(2:26:17)	{loHaq~u	 N	LEM:Haq~|ROOT:Hqq|M|NOM
(2:26:18)	min	 P	LEM:min
(2:26:19)	r~ab~ihimo	 N	LEM:rab~|ROOT:rbb|M|GEN
(2:26:20)	wa>am~aA	 EXL	LEM:>am~aA
(2:26:21)	{l~a*iyna	 COND	LEM:{l~a*iY|MP
(2:26:22)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(2:26:23)	fayaquwluwna	 V	IMPF|LEM:qaAla|ROOT:qwl|3MP
(2:26:24)	maA*aA^	 INTG	LEM:maA*aA
(2:26:25)	>araAda	 V	PERF|(IV)|LEM:>araAda|ROOT:rwd|3MS
(2:26:26)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:26:27)	biha`*aA	 DEM	LEM:ha`*aA|MS
(2:26:28)	mavalFA	 N	LEM:maval|ROOT:mvl|M|INDEF|ACC
(2:26:29)	yuDil~u	 V	IMPF|(IV)|LEM:>aDal~a|ROOT:Dll|3MS
(2:26:30)	bihi.	 PRON	3MS
(2:26:31)	kaviyrFA	 N	LEM:kaviyr|ROOT:kvr|MS|INDEF|ACC
(2:26:32)	wayahodiY	 V	IMPF|LEM:hadaY|ROOT:hdy|3MS
(2:26:33)	bihi.	 PRON	3MS
(2:26:34)	kaviyrFA	 N	LEM:kaviyr|ROOT:kvr|MS|INDEF|ACC
(2:26:35)	wamaA	 NEG	LEM:maA
(2:26:36)	yuDil~u	 V	IMPF|(IV)|LEM:>aDal~a|ROOT:Dll|3MS
(2:26:37)	bihi.^	 PRON	3MS
(2:26:38)	<il~aA	 RES	LEM:<il~aA
(2:26:39)	{lofa`siqiyna	 N	ACT|PCPL|LEM:faAsiq|ROOT:fsq|MP|ACC
(2:27:1)	{l~a*iyna	REL	LEM:{l~a*iY|MP
(2:27:2)	yanquDuwna	 V	IMPF|LEM:naqaDato|ROOT:nqD|3MP
(2:27:3)	Eahoda	 N	LEM:Eahod|ROOT:Ehd|M|ACC
(2:27:4)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(2:27:5)	min[	 P	LEM:min
(2:27:6)	baEodi	 N	LEM:baEod|ROOT:bEd|GEN
(2:27:7)	miyva`qihi.	 N	LEM:m~iyva`q|ROOT:wvq|M|GEN
(2:27:8)	wayaqoTaEuwna	 V	IMPF|LEM:quTiEa|ROOT:qTE|3MP
(2:27:9)	maA^	 REL	LEM:maA
(2:27:10)	>amara	 V	PERF|LEM:>amara|ROOT:Amr|3MS
(2:27:11)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:27:12)	bihi.^	 PRON	3MS
(2:27:13)	>an	 SUB	LEM:>an
(2:27:14)	yuwSala	 V	IMPF|PASS|LEM:yaSilu|ROOT:wSl|3MS|MOOD:SUBJ
(2:27:15)	wayufosiduwna	 V	IMPF|(IV)|LEM:>afosadu|ROOT:fsd|3MP
(2:27:16)	fiY	 P	LEM:fiY
(2:27:17)	{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(2:27:18)	>uw@la`^}ika	 DEM	LEM:>uwla`^}ik|P
(2:27:19)	humu	 PRON	3MP
(2:27:20)	{loxa`siruwna	 N	ACT|PCPL|LEM:xa`siriyn|ROOT:xsr|MP|NOM
(2:28:1)	kayofa	INTG	LEM:kayof|ROOT:kyf
(2:28:2)	takofuruwna	 V	IMPF|LEM:kafara|ROOT:kfr|2MP
(2:28:3)	bi{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(2:28:4)	wakuntumo	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(2:28:5)	>amowa`tFA	 N	LEM:m~ay~it|ROOT:mwt|MP|INDEF|ACC
(2:28:6)	fa>aHoya`kumo	 V	PERF|(IV)|LEM:>aHoyaA|ROOT:Hyy|3MS
(2:28:7)	vum~a	 CONJ	LEM:vum~
(2:28:8)	yumiytukumo	 V	IMPF|(IV)|LEM:>amaAta|ROOT:mwt|3MS
(2:28:9)	vum~a	 CONJ	LEM:vum~
(2:28:10)	yuHoyiykumo	 V	IMPF|(IV)|LEM:>aHoyaA|ROOT:Hyy|3MS
(2:28:11)	vum~a	 CONJ	LEM:vum~
(2:28:12)	<ilayohi	 P	LEM:<ilaY`
(2:28:13)	turojaEuwna	 V	IMPF|PASS|LEM:rajaEa|ROOT:rjE|2MP
(2:29:1)	huwa	PRON	3MS
(2:29:2)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(2:29:3)	xalaqa	 V	PERF|LEM:xalaqa|ROOT:xlq|3MS
(2:29:4)	lakum	 PRON	2MP
(2:29:5)	m~aA	 REL	LEM:maA
(2:29:6)	fiY	 P	LEM:fiY
(2:29:7)	{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(2:29:8)	jamiyEFA	 N	LEM:jamiyE|ROOT:jmE|M|INDEF|ACC
(2:29:9)	vum~a	 CONJ	LEM:vum~
(2:29:10)	{sotawaY`^	 V	PERF|(VIII)|LEM:{sotawaY`^|ROOT:swy|3MS
(2:29:11)	<ilaY	 P	LEM:<ilaY`
(2:29:12)	{ls~amaA^'i	 N	LEM:samaA^'|ROOT:smw|F|GEN
(2:29:13)	fasaw~aY`hun~a	 V	PERF|(II)|LEM:saw~aY`|ROOT:swy|3MS
(2:29:14)	saboEa	 N	LEM:saboE|ROOT:sbE|M|ACC
(2:29:15)	sama`wa`tK	 N	LEM:samaA^'|ROOT:smw|FP|INDEF|GEN
(2:29:16)	wahuwa	 PRON	3MS
(2:29:17)	bikul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(2:29:18)	$aYo'K	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(2:29:19)	EaliymN	 N	LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM
(2:30:1)	wa<i*o	T	LEM:<i*
(2:30:2)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:30:3)	rab~uka	 N	LEM:rab~|ROOT:rbb|M|NOM
(2:30:4)	lilomala`^}ikapi	 N	LEM:malak|ROOT:mlk|MP|GEN
(2:30:5)	<in~iY	 ACC	LEM:<in~|SP:<in~
(2:30:6)	jaAEilN	 N	ACT|PCPL|LEM:jaAEil|ROOT:jEl|M|INDEF|NOM
(2:30:7)	fiY	 P	LEM:fiY
(2:30:8)	{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(2:30:9)	xaliyfapF	 N	LEM:xaliyfap|ROOT:xlf|M|INDEF|ACC
(2:30:10)	qaAluw^A@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(2:30:11)	>atajoEalu	 V	IMPF|LEM:jaEala|ROOT:jEl|2MS
(2:30:12)	fiyhaA	 P	LEM:fiY
(2:30:13)	man	 REL	LEM:man
(2:30:14)	yufosidu	 V	IMPF|(IV)|LEM:>afosadu|ROOT:fsd|3MS
(2:30:15)	fiyhaA	 P	LEM:fiY
(2:30:16)	wayasofiku	 V	IMPF|LEM:yasofiku|ROOT:sfk|3MS
(2:30:17)	{ld~imaA^'a	 N	LEM:dam|ROOT:dmw|MP|ACC
(2:30:18)	wanaHonu	 PRON	1P
(2:30:19)	nusab~iHu	 V	IMPF|(II)|LEM:sab~aHa|ROOT:sbH|1P
(2:30:20)	biHamodika	 N	LEM:Hamod|ROOT:Hmd|M|GEN
(2:30:21)	wanuqad~isu	 V	IMPF|(II)|LEM:nuqad~isu|ROOT:qds|1P
(2:30:22)	laka	 PRON	2MS
(2:30:23)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:30:24)	<in~iY^	 ACC	LEM:<in~|SP:<in~
(2:30:25)	>aEolamu	 V	IMPF|LEM:Ealima|ROOT:Elm|1S
(2:30:26)	maA	 REL	LEM:maA
(2:30:27)	laA	 NEG	LEM:laA
(2:30:28)	taEolamuwna	 V	IMPF|LEM:Ealima|ROOT:Elm|2MP
(2:31:1)	waEal~ama	V	PERF|(II)|LEM:Eal~ama|ROOT:Elm|3MS
(2:31:2)	'aAdama	 PN	LEM:A^dam|M|ACC
(2:31:3)	{lo>asomaA^'a	 N	LEM:{som|ROOT:smw|MP|ACC
(2:31:4)	kul~ahaA	 N	LEM:kul~|ROOT:kll|M|ACC
(2:31:5)	vum~a	 CONJ	LEM:vum~
(2:31:6)	EaraDahumo	 V	PERF|LEM:EaraDa|ROOT:ErD|3MS
(2:31:7)	EalaY	 P	LEM:EalaY`
(2:31:8)	{lomala`^}ikapi	 N	LEM:malak|ROOT:mlk|MP|GEN
(2:31:9)	faqaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:31:10)	>an[bi_#uwniY	 V	IMPV|(IV)|LEM:>an[ba>a|ROOT:nbA|2MP
(2:31:11)	bi>asomaA^'i	 N	LEM:{som|ROOT:smw|MP|GEN
(2:31:12)	ha`^&ulaA^'i	 DEM	LEM:ha`*aA|P
(2:31:13)	<in	 COND	LEM:<in
(2:31:14)	kuntumo	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(2:31:15)	Sa`diqiyna	 N	ACT|PCPL|LEM:SaAdiq|ROOT:Sdq|MP|ACC
(2:32:1)	qaAluwA@	V	PERF|LEM:qaAla|ROOT:qwl|3MP
(2:32:2)	suboHa`naka	 N	LEM:suboHa`n|ROOT:sbH|M|ACC
(2:32:3)	laA	 NEG	LEM:laA|SP:<in~
(2:32:4)	Eiloma	 N	LEM:Eilom|ROOT:Elm|M|ACC
(2:32:5)	lanaA^	 PRON	1P
(2:32:6)	<il~aA	 EXP	LEM:<il~aA
(2:32:7)	maA	 REL	LEM:maA
(2:32:8)	Eal~amotanaA^	 V	PERF|(II)|LEM:Eal~ama|ROOT:Elm|2MS
(2:32:9)	<in~aka	 ACC	LEM:<in~|SP:<in~
(2:32:10)	>anta	 PRON	2MS
(2:32:11)	{loEaliymu	 N	LEM:Ealiym|ROOT:Elm|MS|NOM
(2:32:12)	{loHakiymu	 ADJ	LEM:Hakiym|ROOT:Hkm|MS|NOM
(2:33:1)	qaAla	V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:33:2)	ya`^_#aAdamu	 PN	LEM:A^dam|M|NOM
(2:33:3)	>an[bi}ohum	 V	IMPV|(IV)|LEM:>an[ba>a|ROOT:nbA|2MS
(2:33:4)	bi>asomaA^}ihimo	 N	LEM:{som|ROOT:smw|MP|GEN
(2:33:5)	falam~aA^	 T	LEM:lam~aA
(2:33:6)	>an[ba>ahum	 V	PERF|(IV)|LEM:>an[ba>a|ROOT:nbA|3MS
(2:33:7)	bi>asomaA^}ihimo	 N	LEM:{som|ROOT:smw|MP|GEN
(2:33:8)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:33:9)	>alamo	 NEG	LEM:lam
(2:33:10)	>aqul	 V	IMPF|LEM:qaAla|ROOT:qwl|1S|MOOD:JUS
(2:33:11)	l~akumo	 PRON	2MP
(2:33:12)	<in~iY^	 ACC	LEM:<in~|SP:<in~
(2:33:13)	>aEolamu	 V	IMPF|LEM:Ealima|ROOT:Elm|1S
(2:33:14)	gayoba	 N	LEM:gayob|ROOT:gyb|M|ACC
(2:33:15)	{ls~ama`wa`ti	 N	LEM:samaA^'|ROOT:smw|FP|GEN
(2:33:16)	wa{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(2:33:17)	wa>aEolamu	 V	IMPF|LEM:Ealima|ROOT:Elm|1S
(2:33:18)	maA	 REL	LEM:maA
(2:33:19)	tuboduwna	 V	IMPF|(IV)|LEM:yubodiYa|ROOT:bdw|2MP
(2:33:20)	wamaA	 REL	LEM:maA
(2:33:21)	kuntumo	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(2:33:22)	takotumuwna	 V	IMPF|LEM:katama|ROOT:ktm|2MP
(2:34:1)	wa<i*o	T	LEM:<i*
(2:34:2)	qulonaA	 V	PERF|LEM:qaAla|ROOT:qwl|1P
(2:34:3)	lilomala`^}ikapi	 N	LEM:malak|ROOT:mlk|MP|GEN
(2:34:4)	{sojuduwA@	 V	IMPV|LEM:sajada|ROOT:sjd|2MP
(2:34:5)	li'aAdama	 PN	LEM:A^dam|M|GEN
(2:34:6)	fasajaduw^A@	 V	PERF|LEM:sajada|ROOT:sjd|3MP
(2:34:7)	<il~aA^	 EXP	LEM:<il~aA
(2:34:8)	<iboliysa	 PN	LEM:<iboliys|M|ACC
(2:34:9)	>abaY`	 V	PERF|LEM:>abaY|ROOT:Aby|3MS
(2:34:10)	wa{sotakobara	 V	PERF|(X)|LEM:{sotakobara|ROOT:kbr|3MS
(2:34:11)	wakaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(2:34:12)	mina	 P	LEM:min
(2:34:13)	{loka`firiyna	 N	ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|GEN
(2:35:1)	waqulonaA	V	PERF|LEM:qaAla|ROOT:qwl|1P
(2:35:2)	ya`^_#aAdamu	 PN	LEM:A^dam|M|NOM
(2:35:3)	{sokuno	 V	IMPV|LEM:sakana|ROOT:skn|2MS
(2:35:4)	>anta	 PRON	2MS
(2:35:5)	wazawojuka	 N	LEM:zawoj|ROOT:zwj|M|NOM
(2:35:6)	{lojan~apa	 PN	LEM:jan~ap|ROOT:jnn|F|ACC
(2:35:7)	wakulaA	 V	IMPV|LEM:>akala|ROOT:Akl|2D
(2:35:8)	minohaA	 P	LEM:min
(2:35:9)	ragadFA	 ADJ	LEM:ragad|ROOT:rgd|M|INDEF|ACC
(2:35:10)	Hayovu	 LOC	LEM:Hayov|ROOT:Hyv
(2:35:11)	$i}otumaA	 V	PERF|LEM:$aA^'a|ROOT:$yA|2D
(2:35:12)	walaA	 PRO	LEM:laA
(2:35:13)	taqorabaA	 V	IMPF|LEM:yaqorabu|ROOT:qrb|2D|MOOD:JUS
(2:35:14)	ha`*ihi	 DEM	LEM:ha`*aA|FS
(2:35:15)	{l$~ajarapa	 N	LEM:$ajarap|ROOT:$jr|F|ACC
(2:35:16)	fatakuwnaA	 V	IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2D|MOOD:SUBJ
(2:35:17)	mina	 P	LEM:min
(2:35:18)	{lZ~a`limiyna	 N	ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|GEN
(2:36:1)	fa>azal~ahumaA	V	PERF|(IV)|LEM:>azal~a|ROOT:zll|3MS
(2:36:2)	{l$~ayoTa`nu	 PN	LEM:$ayoTa`n|ROOT:$Tn|M|NOM
(2:36:3)	EanohaA	 P	LEM:Ean
(2:36:4)	fa>axorajahumaA	 V	PERF|(IV)|LEM:>axoraja|ROOT:xrj|3MS
(2:36:5)	mim~aA	 P	LEM:min
(2:36:6)	kaAnaA	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MD
(2:36:7)	fiyhi	 P	LEM:fiY
(2:36:8)	waqulonaA	 V	PERF|LEM:qaAla|ROOT:qwl|1P
(2:36:9)	{hobiTuwA@	 V	IMPV|LEM:yahobiTu|ROOT:hbT|2MP
(2:36:10)	baEoDukumo	 N	LEM:baEoD|ROOT:bED|M|NOM
(2:36:11)	libaEoDK	 N	LEM:baEoD|ROOT:bED|M|INDEF|GEN
(2:36:12)	Eaduw~N	 N	LEM:Eaduw~|ROOT:Edw|M|INDEF|NOM
(2:36:13)	walakumo	 PRON	2MP
(2:36:14)	fiY	 P	LEM:fiY
(2:36:15)	{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(2:36:16)	musotaqar~N	 N	PASS|PCPL|(X)|LEM:musotaqar~|ROOT:qrr|M|INDEF|NOM
(2:36:17)	wamata`EN	 N	LEM:mata`E|ROOT:mtE|M|INDEF|NOM
(2:36:18)	<ilaY`	 P	LEM:<ilaY`
(2:36:19)	HiynK	 N	LEM:Hiyn|ROOT:Hyn|M|INDEF|GEN
(2:37:1)	fatalaq~aY`^	V	PERF|(V)|LEM:talaq~aY`^|ROOT:lqy|3MS
(2:37:2)	'aAdamu	 PN	LEM:A^dam|M|NOM
(2:37:3)	min	 P	LEM:min
(2:37:4)	r~ab~ihi.	 N	LEM:rab~|ROOT:rbb|M|GEN
(2:37:5)	kalima`tK	 N	LEM:kalima`t|ROOT:klm|FP|INDEF|ACC
(2:37:6)	fataAba	 V	PERF|LEM:taAba|ROOT:twb|3MS
(2:37:7)	Ealayohi	 P	LEM:EalaY`
(2:37:8)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(2:37:9)	huwa	 PRON	3MS
(2:37:10)	{lt~aw~aAbu	 N	ACT|PCPL|LEM:taw~aAb|ROOT:twb|MS|NOM
(2:37:11)	{lr~aHiymu	 ADJ	LEM:r~aHiym|ROOT:rHm|MS|NOM
(2:38:1)	qulonaA	V	PERF|LEM:qaAla|ROOT:qwl|1P
(2:38:2)	{hobiTuwA@	 V	IMPV|LEM:yahobiTu|ROOT:hbT|2MP
(2:38:3)	minohaA	 P	LEM:min
(2:38:4)	jamiyEFA	 N	LEM:jamiyE|ROOT:jmE|M|INDEF|ACC
(2:38:5)	fa<im~aA	 COND	LEM:<im~aA
(2:38:6)	ya>otiyan~akum	 V	IMPF|LEM:>ataY|ROOT:Aty|3MS
(2:38:7)	m~in~iY	 P	LEM:min
(2:38:8)	hudFY	 N	LEM:hudFY|ROOT:hdy|M|INDEF|NOM
(2:38:9)	faman	 COND	LEM:man
(2:38:10)	tabiEa	 V	PERF|LEM:tabiEa|ROOT:tbE|3MS
(2:38:11)	hudaAYa	 N	LEM:hudFY|ROOT:hdy|M|NOM
(2:38:12)	falaA	 NEG	LEM:laA|SP:kaAn
(2:38:13)	xawofN	 N	LEM:xawof|ROOT:xwf|M|INDEF|NOM
(2:38:14)	Ealayohimo	 P	LEM:EalaY`
(2:38:15)	walaA	 NEG	LEM:laA|SP:kaAn
(2:38:16)	humo	 PRON	3MP
(2:38:17)	yaHozanuwna	 V	IMPF|LEM:yaHozun|ROOT:Hzn|3MP
(2:39:1)	wa{l~a*iyna	REL	LEM:{l~a*iY|MP
(2:39:2)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(2:39:3)	waka*~abuwA@	 V	PERF|(II)|LEM:ka*~aba|ROOT:k*b|3MP
(2:39:4)	bi_#aAya`tinaA^	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(2:39:5)	>uw@la`^}ika	 DEM	LEM:>uwla`^}ik|P
(2:39:6)	>aSoHa`bu	 N	LEM:>aSoHa`b|ROOT:SHb|MP|NOM
(2:39:7)	{ln~aAri	 N	LEM:naAr|ROOT:nwr|F|GEN
(2:39:8)	humo	 PRON	3MP
(2:39:9)	fiyhaA	 P	LEM:fiY
(2:39:10)	xa`liduwna	 N	ACT|PCPL|LEM:xa`lid|ROOT:xld|MP|NOM
(2:40:1)	ya`baniY^	N	LEM:bunaY~|ROOT:bny|MP|ACC
(2:40:2)	<isora`^'iyla	 PN	LEM:<isoraA}iyl|GEN
(2:40:3)	{*okuruwA@	 V	IMPV|LEM:*akara|ROOT:*kr|2MP
(2:40:4)	niEomatiYa	 N	LEM:niEomap|ROOT:nEm|F|ACC
(2:40:5)	{l~atiY^	 REL	LEM:{l~a*iY|FS
(2:40:6)	>anoEamotu	 V	PERF|(IV)|LEM:>anoEama|ROOT:nEm|1S
(2:40:7)	Ealayokumo	 P	LEM:EalaY`
(2:40:8)	wa>awofuwA@	 V	IMPV|(IV)|LEM:>awofaY`|ROOT:wfy|2MP
(2:40:9)	biEahodiY^	 N	LEM:Eahod|ROOT:Ehd|M|GEN
(2:40:10)	>uwfi	 V	IMPF|(IV)|LEM:>awofaY`|ROOT:wfy|1S|MOOD:JUS
(2:40:11)	biEahodikumo	 N	LEM:Eahod|ROOT:Ehd|M|GEN
(2:40:12)	wa<iy~a`Ya	 PRON	LEM:<iy~aA|1S
(2:40:13)	fa{rohabuwni	 V	IMPV|LEM:yarohabu|ROOT:rhb|2MP
(2:41:1)	wa'aAminuwA@	V	IMPV|(IV)|LEM:'aAmana|ROOT:Amn|2MP
(2:41:2)	bimaA^	 REL	LEM:maA
(2:41:3)	>anzalotu	 V	PERF|(IV)|LEM:>anzala|ROOT:nzl|1S
(2:41:4)	muSad~iqFA	 N	ACT|PCPL|(II)|LEM:muSad~iq|ROOT:Sdq|M|INDEF|ACC
(2:41:5)	l~imaA	 REL	LEM:maA
(2:41:6)	maEakumo	 P	LEM:maE2
(2:41:7)	walaA	 PRO	LEM:laA
(2:41:8)	takuwnuw^A@	 V	IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP|MOOD:JUS
(2:41:9)	>aw~ala	 N	LEM:>aw~al|ROOT:Awl|MS|ACC
(2:41:10)	kaAfirK]	 N	LEM:kaAfir|ROOT:kfr|M|INDEF|GEN
(2:41:11)	bihi.	 PRON	3MS
(2:41:12)	walaA	 PRO	LEM:laA
(2:41:13)	ta$otaruwA@	 V	IMPF|(VIII)|LEM:{$otaraY`|ROOT:$ry|2MP|MOOD:JUS
(2:41:14)	bi_#aAya`tiY	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(2:41:15)	vamanFA	 N	LEM:vaman|ROOT:vmn|M|INDEF|ACC
(2:41:16)	qaliylFA	 ADJ	LEM:qaliyl|ROOT:qll|MS|INDEF|ACC
(2:41:17)	wa<iy~a`Ya	 PRON	LEM:<iy~aA|1S
(2:41:18)	fa{t~aquwni	 V	IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP
(2:42:1)	walaA	PRO	LEM:laA
(2:42:2)	talobisuwA@	 V	IMPF|LEM:labaso|ROOT:lbs|2MP|MOOD:JUS
(2:42:3)	{loHaq~a	 N	LEM:Haq~|ROOT:Hqq|M|ACC
(2:42:4)	bi{loba`Tili	 N	ACT|PCPL|LEM:ba`Til|ROOT:bTl|M|GEN
(2:42:5)	watakotumuwA@	 V	IMPF|LEM:katama|ROOT:ktm|2MP|MOOD:JUS
(2:42:6)	{loHaq~a	 N	LEM:Haq~|ROOT:Hqq|M|ACC
(2:42:7)	wa>antumo	 PRON	2MP
(2:42:8)	taEolamuwna	 V	IMPF|LEM:Ealima|ROOT:Elm|2MP
